00.00	0	990	33	33	0	33	0	33	4.714285714	6.6	17	2.428571429	3.4	43	22
04.00_Introduction	10	980	32.66666667	32	0.2	32.2	1	33	4.714285714	6.6	17	2.428571429	3.4	43	22
04.01_Decisions	45	935	31.16666667	31	0.05	31.05	1	32	4.571428571	6.4	16	2.285714286	3.2	42	21
04.02_More_Decisions	90	845	28.16666667	28	0.05	28.05	1	29	4.142857143	5.8	15	2.142857143	3	38	20
04.03_The_Logic_of_AND,_OR,_and_NOT	45	800	26.66666667	26	0.2	26.2	1	27	3.857142857	5.4	14	2	2.8	35	19
04.04_Lists	90	710	23.66666667	23	0.2	23.2	1	24	3.428571429	4.8	12	1.714285714	2.4	31	16
04.05_Discussion-Based_Assessment	15	695	23.16666667	23	0.05	23.05	1	24	3.428571429	4.8	12	1.714285714	2.4	31	16
04.06_Module_Four_Project	45	650	21.66666667	21	0.2	21.2	1	22	3.142857143	4.4	11	1.571428571	2.2	29	15
05.00_Introduction	10	640	21.33333333	21	0.1	21.1	1	22	3.142857143	4.4	11	1.571428571	2.2	29	15
05.01_Number_Systems	45	595	19.83333333	19	0.25	19.25	1	20	2.857142857	4	10	1.428571429	2	26	13
05.02_Decoding_ASCII	90	505	16.83333333	16	0.25	16.25	1	17	2.428571429	3.4	9	1.285714286	1.8	22	12
05.03_Procedural_and_Object-Oriented_Programming	45	460	15.33333333	15	0.1	15.1	1	16	2.285714286	3.2	8	1.142857143	1.6	21	11
05.04_Classes_and_Methods	90	370	12.33333333	12	0.1	12.1	1	13	1.857142857	2.6	7	1	1.4	17	10
05.05_Module_Five_Exam	45	325	10.83333333	10	0.25	10.25	1	11	1.571428571	2.2	6	0.857142857	1.2	15	8
06.00_Introduction	10	315	10.5	10	0.15	10.15	1	11	1.571428571	2.2	6	0.857142857	1.2	15	8
06.01_Testing	90	225	7.5	7	0.15	7.15	1	8	1.142857143	1.6	4	0.571428571	0.8	11	6
06.02_The_Ethics_of_Programming	60	165	5.5	5	0.15	5.15	1	6	0.857142857	1.2	3	0.428571429	0.6	8	4
06.03_Coding_and_Careers	90	75	2.5	2	0.15	2.15	1	3	0.428571429	0.6	2	0.285714286	0.4	4	3
06.04_Discussion-Based_Assessment	15	60	2	2	0	2	0	2	0.285714286	0.4	1	0.142857143	0.2	3	2
06.05_Segment_Two_Exam	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
