00.00	0	1010	33.66666667	33	0.2	33.2	1	34	4.857142857	6.8	17	2.428571429	3.4	44	22
01.00_Introduction	5	1005	33.5	33	0.15	33.15	1	34	4.857142857	6.8	17	2.428571429	3.4	44	22
01.01_Computer_Parts_and_Pieces	25	980	32.66666667	32	0.2	32.2	1	33	4.714285714	6.6	17	2.428571429	3.4	43	22
01.01_Computer_Parts_and_Pieces	20	960	32	32	0	32	0	32	4.571428571	6.4	16	2.285714286	3.2	42	21
01.02_The_Secret_Life_of_Files	30	930	31	31	0	31	0	31	4.428571429	6.2	16	2.285714286	3.2	40	21
01.03_Computer_Upkeep	45	885	29.5	29	0.15	29.15	1	30	4.285714286	6	15	2.142857143	3	39	20
01.04_Networks_and_What_They_Do	30	855	28.5	28	0.15	28.15	1	29	4.142857143	5.8	15	2.142857143	3	38	20
01.05_Module_One_Post-Test	30	825	27.5	27	0.15	27.15	1	28	4	5.6	14	2	2.8	37	19
02.00_Introduction	5	820	27.33333333	27	0.1	27.1	1	28	4	5.6	14	2	2.8	37	19
02.01_Explore_Office_Online	45	775	25.83333333	25	0.25	25.25	1	26	3.714285714	5.2	13	1.857142857	2.6	34	17
02.02_Email_Basics	45	730	24.33333333	24	0.1	24.1	1	25	3.571428571	5	13	1.857142857	2.6	33	17
02.03_Word_Basics	60	670	22.33333333	22	0.1	22.1	1	23	3.285714286	4.6	12	1.714285714	2.4	30	16
02.04_Layouts_and_Design_Theory	45	625	20.83333333	20	0.25	20.25	1	21	3	4.2	11	1.571428571	2.2	28	15
02.05_Proofing_Before_Sending	30	595	19.83333333	19	0.25	19.25	1	20	2.857142857	4	10	1.428571429	2	26	13
02.06_Discussion-Based_Assessment	30	565	18.83333333	18	0.25	18.25	1	19	2.714285714	3.8	10	1.428571429	2	25	13
02.07_Module_Two_Project	60	505	16.83333333	16	0.25	16.25	1	17	2.428571429	3.4	9	1.285714286	1.8	22	12
03.00_Introduction	5	500	16.66666667	16	0.2	16.2	1	17	2.428571429	3.4	9	1.285714286	1.8	22	12
03.01_Be_Ethical	30	470	15.66666667	15	0.2	15.2	1	16	2.285714286	3.2	8	1.142857143	1.6	21	11
03.02_Success_in_the_Workplace	45	425	14.16666667	14	0.05	14.05	1	15	2.142857143	3	8	1.142857143	1.6	20	11
03.03_Emerging_Technologies	30	395	13.16666667	13	0.05	13.05	1	14	2	2.8	7	1	1.4	19	10
03.04_Project_Protocol_	45	350	11.66666667	11	0.2	11.2	1	12	1.714285714	2.4	6	0.857142857	1.2	16	8
03.05_Module_Three_Post-Test	30	320	10.66666667	10	0.2	10.2	1	11	1.571428571	2.2	6	0.857142857	1.2	15	8
04.00_Introduction	5	315	10.5	10	0.15	10.15	1	11	1.571428571	2.2	6	0.857142857	1.2	15	8
04.01_Spreadsheet_Basics	45	270	9	9	0	9	0	9	1.285714286	1.8	5	0.714285714	1	12	7
04.02_Formatting,_Formulas,_and_Functions	60	210	7	7	0	7	0	7	1	1.4	4	0.571428571	0.8	10	6
04.03_Data_Delivery	45	165	5.5	5	0.15	5.15	1	6	0.857142857	1.2	3	0.428571429	0.6	8	4
04.04_Electronic_Warehouses	30	135	4.5	4	0.15	4.15	1	5	0.714285714	1	3	0.428571429	0.6	7	4
04.05_Discussion-Based_Assessment	30	105	3.5	3	0.15	3.15	1	4	0.571428571	0.8	2	0.285714286	0.4	6	3
04.06_Module_Four_Project	60	45	1.5	1	0.15	1.15	1	2	0.285714286	0.4	1	0.142857143	0.2	3	2
04.07_Segment_One_Exam	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
